21 11315 36455
5 120 1163.21 796.62
6 120 776.34 22.86
7 120 874.77 320.97
12 120 -252.2 -523.4
16 120 943.34 344.71
17 120 -1046.51 420.3
0 121 1574.86 177.26
1 121 989.75 105.4
2 121 757.93 64.23
3 121 1049.43 212.33
6 121 850.42 33.56
17 121 -950.84 423.57
0 122 671.54 198.58
1 122 -718.76 185.62
2 122 -227.89 117.47
5 122 540.1 726.39
7 122 299 353.09
9 122 -270.09 236.04
10 122 -202.02 -375.26
11 122 374.2 172.71
12 122 -817.73 -482.55
13 122 -1592.01 562.31
18 122 -440.42 30
20 122 -373.15 -172.01
0 123 753.69 218.03
1 123 -579.28 206.41
2 123 -179.69 147.3
3 123 -607.65 321.82
4 123 1010.48 348.96
5 123 605.89 754.22
6 123 -237.94 120.25
7 123 343.87 371.2
9 123 -226.07 262.72
10 123 -168.48 -358.75
11 123 412.85 199.92
12 123 -776.42 -462.32
13 123 -1441.01 631.15
18 123 -412.47 46.49
20 123 -348.69 -157.72
0 124 1528.16 288.12
1 124 885.82 302.72
2 124 700.12 183.88
3 124 933.2 413.77
7 124 878.52 400.21
8 124 769.44 379.64
17 124 -1041.53 607.95
0 125 1488.42 277.54
1 125 746.94 266.38
2 125 613.75 185.55
3 125 750.93 371.38
6 125 700.95 148.11
17 125 -1185.81 615.47
0 126 1522.97 292.81
1 126 875.88 311.37
2 126 694.58 189.29
3 126 922.11 422.28
5 126 1153.99 890.38
6 126 777.24 184.53
7 126 875.24 403.02
8 126 761.72 386.79
17 126 -1050.69 617.08
0 127 1529.29 299.24
1 127 886.11 322.55
2 127 700.92 195.37
3 127 932.67 433.22
7 127 878.87 406.06
8 127 770.18 396.08
17 127 -1040.9 625.4
0 128 1523.44 305.76
1 128 876 335.44
2 128 694.93 201.88
3 128 923.14 446.45
5 128 1153.26 900.24
8 128 762 406.5
0 129 1570.48 315.81
1 129 978.01 356.59
2 129 753.61 206.86
3 129 1037.8 467.74
6 129 847.67 217.01
17 129 -957.19 640.22
0 130 475.36 285.07
1 130 -1088.51 420.87
2 130 -353.25 210.56
7 130 194.71 406.18
11 130 276.98 230.1
12 130 -912.5 -434.39
0 131 517.89 288.09
1 131 -998.37 417.14
2 131 -316.01 214.42
7 131 220.86 409.03
11 131 304.82 235.38
18 131 -489.43 71.99
0 132 495.41 288.47
1 132 -1045.94 424.13
2 132 -335.78 215.6
5 132 391.83 765.75
7 132 206.63 409.24
9 132 -362.31 300.7
10 132 -273.21 -323.96
11 132 290.18 235.13
12 132 -900.72 -430.73
0 133 503 290.69
1 133 -1029.29 426.35
2 133 -329.04 217.93
5 133 397.33 768.18
7 133 211.61 411.07
9 133 -357.15 302.49
11 133 295.16 236.93
0 134 568.16 360.42
1 134 -894.61 554.12
2 134 -279.41 302.31
3 134 -886.06 709.77
4 134 896.97 418.99
7 134 249.42 462.94
9 134 -317.62 371.29
10 134 -238.76 -276.01
11 134 332.48 303.17
12 134 -858.52 -375.68
18 134 -469.58 114.57
20 134 -397.66 -99.43
0 135 445.1 391.69
1 135 -1147.91 657.3
2 135 -385.02 339.11
5 135 343.36 837.02
7 135 174.46 482.93
8 135 -903.18 584.86
9 135 -402.28 393.36
11 135 253.09 323.92
12 135 -929.67 -356.76
18 135 -523.02 129.97
0 136 596.45 399.31
1 136 -839.99 623.54
2 136 -259.59 349.07
4 136 914.42 443.35
5 136 458.46 865.67
6 136 -448.7 416.15
7 136 264.54 492.3
8 136 -642.14 585.88
10 136 -226.09 -250.14
11 136 348.07 339.84
12 136 -842.71 -345.96
18 136 -458.48 138.04
0 137 438.25 418.26
1 137 -1160.81 718.9
2 137 -388.01 370.7
5 137 335.31 855.79
8 137 -914.98 629.12
9 137 -405.15 417.05
10 137 -302.83 -240.51
11 137 250.77 346.72
12 137 -931.78 -338.31
0 138 441.92 493.91
1 138 -1146.53 877.88
2 138 -387 462
5 138 330.28 913.97
7 138 173.01 556.1
8 138 -904.17 751.64
11 138 251.02 414.85
12 138 -928.61 -283.51
18 138 -523.12 188.34
20 138 -443.76 -36.65
0 139 786.59 63.46
1 139 -532.75 -103.6
2 139 -161.11 -31.83
4 139 1029.53 261.76
11 139 428.98 65.68
12 139 -763.7 -572.24
0 140 768.9 68.7
1 140 -557.78 -83.9399
2 140 -167.28 -28.1
3 140 -584.17 16.89
4 140 1017.98 260.92
5 140 632.9 641.77
6 140 -228.02 -80.44
7 140 351.99 263.87
9 140 -216.36 128.73
10 140 -160.99 -454.7
11 140 423.28 68.61
12 140 -770.87 -569.17
18 140 -406.79 -38.75
0 141 774.65 101.3
1 141 -547.73 -25.0699
2 141 -163.89 9.04999
3 141 -577.22 77.58
4 141 1021.89 281.2
5 141 634.31 667.83
6 141 -217.21 -40.47
11 141 425.66 97.2
0 142 768.41 106.53
1 142 -556.25 -13.67
2 142 -166.77 16.52
3 142 -582.77 88.9
4 142 1018.13 284.27
5 142 627.84 670.05
6 142 -225.68 -31.93
7 142 352.74 291.9
9 142 -215.85 163.43
10 142 -160.48 -430.46
11 142 423.65 102.79
12 142 -769.27 -541.28
18 142 -406.31 -16.02
20 142 -343.65 -211.63
0 143 606.52 153.17
1 143 -832.51 111.12
2 143 -256.47 59.03
5 143 491.55 680.83
7 143 269.05 316.45
9 143 -295.6 186.84
10 143 -223.18 -407.99
12 143 -844.5 -521.61
13 143 -1689.47 418.76
18 143 -458.66 -0.709961
0 144 1525.07 178.24
1 144 884.48 107.53
2 144 698.21 71.08
3 144 932.8 214.75
8 144 764.11 213.48
17 144 -1044.79 435.69
0 145 497.46 175.74
1 145 -1047.63 180.29
2 145 -335.28 81.35
3 145 -1026.28 312.27
6 145 -619.61 119.77
7 145 207.64 328.68
8 145 -820.52 230.01
11 145 290.9 136.67
0 146 679.29 202.53
1 146 -706.19 191.76
2 146 -222.92 120.06
4 146 963.17 335.32
5 146 546.25 730.15
6 146 -342.73 114.22
10 146 -197.81 -372.93
12 146 -812.05 -480.07
18 146 -436.92 31.71
0 147 753.06 227.83
1 147 -579.47 224.61
2 147 -179.28 158.07
3 147 -607.35 338.95
5 147 604.52 761.67
6 147 -238.12 132.81
7 147 343.63 378.43
10 147 -168.37 -352.95
11 147 413.75 208.31
12 147 -776.19 -454.73
13 147 -1439.13 657.82
18 147 -412.45 52.25
0 148 650.14 242.36
1 148 -751.89 281.69
2 148 -235.59 169.75
4 148 945.4 356.88
5 148 518.15 755.14
7 148 290.57 382.67
10 148 -207.55 -348.22
11 148 368.23 209.49
12 148 -823.89 -453.54
13 148 -1614.4 687.53
0 149 603.36 262.49
1 149 -833.98 338.9
2 149 -258.21 188.79
3 149 -826.11 473.57
4 149 916.62 365.43
5 149 477.47 762.78
7 149 267.28 394.71
9 149 -299.21 286.5
10 149 -224.3 -337.3
11 149 349.4 221.24
12 149 -844.04 -442.91
13 149 -1691 742.17
0 150 1592.1 305.37
1 150 1018.26 336.35
2 150 775.9 195.46
3 150 1081.08 448.83
5 150 1195.58 903.94
6 150 877.92 204.24
8 150 854.99 405.88
12 150 -208.64 -443.35
17 150 -922.89 621.16
0 151 770.57 261
1 151 -548.73 286.5
2 151 -165.16 198.19
3 151 -579.26 402.81
4 151 1021.29 375.11
6 151 -212.34 174.46
10 151 -159.89 -330.32
11 151 424.73 239.35
12 151 -765.18 -429.69
0 152 552.09 284.42
1 152 -928.95 400.87
2 152 -288.44 211.16
3 152 -913.23 545.07
4 152 886.44 374.94
5 152 435.2 770.7
7 152 240.66 407.56
8 152 -723.93 403.32
9 152 -324.46 299.71
10 152 -244.71 -325.79
11 152 325.73 234.25
12 152 -868.01 -431.77
18 152 -474.94 70.65
0 153 539.15 284.9
1 153 -954.81 406.06
2 153 -298.24 212.07
3 153 -937.98 551.62
4 153 878.82 374.96
5 153 425.23 769.46
6 153 -544.98 270.06
7 153 233.17 407.73
8 153 -746.56 405.4
9 153 -332.4 299.84
10 153 -250.95 -325.44
11 153 318.23 234.54
12 153 -875.06 -431.69
0 154 510.08 286.09
1 154 -1015.13 415.59
2 154 -322.69 213.92
4 154 861.67 374.18
8 154 -796.51 409.25
9 154 -352.07 298.87
11 154 299.64 234.34
0 155 532.63 288.12
1 155 -968.38 414.46
2 155 -303.79 215.12
7 155 229.39 409.72
8 155 -757.4 411.01
9 155 -337 301.91
11 155 314.12 236.22
0 156 477.37 315.85
1 156 -1080.37 490.39
2 156 -344.14 246.05
3 156 -1060.21 648.8
7 156 198.14 427.56
8 156 -855.67 459.93
9 156 -370.07 322.69
10 156 -278.79 -307.24
11 156 283.78 256.36
12 156 -907.26 -412.77
0 157 463.03 385.77
1 157 -1108.76 639.81
2 157 -366.91 331.83
4 157 835.37 429.25
5 157 357.57 835.03
6 157 -652.52 433.6
7 157 186.84 478.83
8 157 -872.38 574.29
9 157 -387.75 388.59
11 157 266.74 319.22
0 158 1607.15 85.77
1 158 1054.96 -58.89
2 158 793.25 -29.85
5 158 1218.85 738.7
6 158 893 -88.74
7 158 927.89 262.73
12 158 -201.21 -579.91
17 158 -897.51 280.15
0 159 774.65 101.3
1 159 -547.73 -25.0699
2 159 -164.42 9.16998
3 159 -577.22 77.58
4 159 1021.89 281.2
5 159 634.31 667.83
6 159 -217.21 -40.47
0 160 1493.47 114.41
1 160 758.84 -21.36
2 160 619.73 12.31
3 160 763.58 79.5
6 160 704.2 -59.84
12 160 -283.45 -548.61
17 160 -1177.74 349.14
0 161 600.13 139.87
1 161 -847.3 86.88
2 161 -261.04 46.63
4 161 914.28 295.68
5 161 488.03 670.26
7 161 264.63 308.27
9 161 -299.79 176.14
10 161 -225.87 -415.7
11 161 347.67 116.22
13 161 -1704.06 387.85
0 162 573.68 164.43
1 162 -893.62 143.14
2 162 -273.17 70.81
0 163 1588.89 191.7
1 163 1019.2 133.18
2 163 773.99 78.77
3 163 1082.02 241.36
6 163 872.48 54.55
7 163 916.99 332.18
8 163 850.66 233.41
12 163 -211.85 -513.99
17 163 -925.96 444.7
0 164 587.85 182.02
1 164 -866.13 176
2 164 -266.83 91.77
3 164 -852.86 300.53
4 164 906.53 318.59
6 164 -480.38 110.84
7 164 258.98 336.06
10 164 -230.21 -390.1
11 164 343.38 148.51
12 164 -852.79 -502.44
0 165 581.67 228.17
1 165 -876.44 273.67
2 165 -272.07 146.8
4 165 903.25 344.81
7 165 255.5 368.99
9 165 -310.06 252.43
11 165 338.73 188.75
0 166 768 251.47
1 166 -554.06 266.82
2 166 -168.82 187.18
4 166 1020.37 369.45
5 166 614.18 782.25
7 166 352.01 396.39
9 166 -218.77 296.46
10 166 -162.15 -336.71
13 166 -1407.89 730.06
18 166 -405.79 66.5701
0 167 470.06 276.32
1 167 -1100.73 404.54
2 167 -357.4 200.21
7 167 191.56 400.13
11 167 274.11 222.65
0 168 545.57 285.65
1 168 -942.45 405.18
2 168 -293.58 210.58
3 168 -925.6 550.49
4 168 882.52 375.27
5 168 430.15 771.01
6 168 -535.87 269.83
7 168 236.94 408.37
9 168 -328.67 298.6
10 168 -247.77 -325.31
11 168 321.97 233.58
0 169 1587.37 334.1
1 169 1010.5 388.73
2 169 772.12 225.16
3 169 1072.94 502.88
8 169 848.55 449.89
12 169 -210.74 -425.62
17 169 -929.24 666.94
0 170 1100.68 312.16
1 170 -207.68 238.43
5 170 951.8 918.95
8 170 247.78 387.43
0 171 459.79 412.09
1 171 -1112.42 699.26
2 171 -365.92 361.31
7 171 185.95 496.72
8 171 -878.92 617.39
9 171 -387.58 411.3
0 172 1583.89 431.83
1 172 705.62 458.05
2 172 565.95 387.04
3 172 601.76 548.34
6 172 734.26 273.77
17 172 -1300.98 934.42
0 173 1583.89 431.83
1 173 705.62 458.05
2 173 565.95 387.04
3 173 601.76 548.34
6 173 734.26 273.77
7 173 880.91 535.12
17 173 -1300.98 934.42
0 174 1658.89 453.42
1 174 815.82 485.94
2 174 639.83 405.08
3 174 709.41 573.69
6 174 816.38 293.31
0 175 513.62 482.29
1 175 -996.54 829.49
2 175 -320.55 447.03
8 175 -783.07 727.13
9 175 -352.57 479.44
10 175 -263.17 -198.71
12 175 -884.92 -291.01
0 176 760.92 59.4301
1 176 -570.9 -104.83
2 176 -171.56 -43.5
9 176 -219.57 116.15
0 177 754.63 67.6899
1 177 -580.41 -88.82
2 177 -175.02 -33.08
3 177 -603.3 10.79
4 177 1008.66 260.91
6 177 -246.89 -82.63
7 177 344.49 261.89
11 177 417.03 64.75
0 178 1559.7 81.6899
1 178 963.84 -66.51
2 178 741.79 -32.1
3 178 1022.96 37.94
5 178 1188.54 732.08
8 178 811.25 65.94
17 178 -974.75 277.74
0 179 761.3 109.06
1 179 -569.19 -8.42999
2 179 -171.64 16.32
3 179 -594.78 97.5
4 179 1013.56 286.14
5 179 622.59 671.91
7 179 347.99 292.69
9 179 -220.26 163.3
18 179 -409.22 -16.12
0 180 768.48 237.59
1 180 -554.23 238.67
2 180 -168.71 166.74
4 180 1020.31 361.33
5 180 616.29 772.55
6 180 -217.15 142.64
11 180 422.25 214.91
13 180 -1407.52 679
0 181 1490.48 261.49
1 181 750.41 238.54
2 181 615.88 169.21
3 181 754.12 344.05
6 181 703.88 128.3
17 181 -1183.92 590.22
0 182 444.87 408.46
1 182 -1145.02 694.94
2 182 -381.25 358.53
9 182 -399.14 408.13
0 183 500.74 427.59
1 183 -1026 716.56
2 183 -333.53 381.35
5 183 381.64 870.37
8 183 -806.83 638.47
11 183 291.58 357.81
0 184 1571.59 108.54
1 184 988.87 -16.9
3 184 1048.66 87.92
8 184 827.4 107.07
12 184 -222.23 -564.8
0 185 565.56 271.07
1 185 -904.88 368.79
2 185 -280.55 196.37
0 186 1656.93 254
1 186 1136.47 243.88
5 186 1244.31 871.68
6 186 964.94 136.61
7 186 958.69 370.98
8 186 942.82 327.51
12 186 -173.6 -478.4
0 187 1682.98 207.88
1 187 1184.94 160.41
7 187 975.36 340.26
8 187 979.6 256.44
12 187 -158.39 -507.64
17 187 -786.73 459.43
18 187 82.85 8.04004
20 187 77.67 -187.94
0 188 715.74 246.02
1 188 -639.73 271.97
4 188 986.62 362.76
5 188 571.69 769.44
6 188 -289.78 168.42
9 188 -239.64 283.33
11 188 403.5 218.77
18 188 -419.62 59.11
20 188 -354.92 -146.98
0 189 732.49 114.96
1 189 -618.54 7.45001
3 189 -638.28 111.45
4 189 995.46 287.8
5 189 598.5 672.02
7 189 331.75 294.77
0 190 664.25 166.93
1 190 -730.19 125.48
6 190 -367.09 70.58
0 191 652.82 226.62
1 191 -747.38 250.6
3 191 -750.19 375.19
4 191 946.57 348.05
5 191 521.58 743.73
6 191 -377.62 156.19
7 191 291.27 373.11
10 191 -206.77 -357.02
12 191 -823.22 -463.64
13 191 -1612.14 648.71
18 191 -444.07 45.91
20 191 -376.09 -158.49
0 192 611.67 184.6
1 192 -823.84 175.53
4 192 921.35 321.38
5 192 492.85 705.68
7 192 271.57 338.42
12 192 -841.63 -499.49
13 192 -1679.03 508.99
0 193 643.43 197.98
1 193 -766.54 192.8
4 193 940.68 330.93
5 193 517.2 721.13
6 193 -394.41 118.34
0 194 689.75 213.32
1 194 -687.45 212.46
4 194 969.7 342.75
5 194 554.07 740.06
0 195 828.95 202.33
1 195 -469.95 153.5
3 195 -524.04 258.06
4 195 1060.69 345.95
5 195 673.17 757.13
7 195 379.35 364.98
9 195 -198.31 259.41
10 195 -145.19 -365.14
11 195 438.92 195.96
13 195 -1336.08 595.62
18 195 -393.03 43.89
0 196 854.39 160.32
1 196 -432.1 70.02
4 196 1076.26 320.88
5 196 698.92 727.21
6 196 -112.09 19.69
7 196 394.03 336.76
0 197 786.59 63.46
1 197 -532.75 -103.6
4 197 1029.53 261.76
0 198 637.85 278.46
1 198 -770.32 363.46
3 198 -771.22 496.94
4 198 938.43 376.07
5 198 504.71 780.42
6 198 -393.4 232.36
7 198 285.38 408.13
10 198 -211.21 -325.47
13 198 -1629.54 795.22
0 199 801.38 112.52
1 199 -508.67 -5.91998
4 199 1040.92 288.67
5 199 656.45 680.96
6 199 -182.99 -29.06
10 199 -150.37 -424.2
12 199 -756.64 -532.59
18 199 -397.69 -10.23
0 200 854.54 113.77
1 200 -435.16 -17.15
4 200 1076.43 293.87
5 200 704.43 691.79
6 200 -113.63 -39.45
0 201 801.89 179.63
1 201 -506.64 120.35
4 201 1041.86 329.98
5 201 650.87 733.28
0 202 768.96 87.48
1 202 -557.94 -53.02
4 202 1018.29 272.76
5 202 631.05 656.76
6 202 -226.43 -57.56
0 203 861.19 125.53
1 203 -426.4 4.22998
4 203 1081.65 301.37
5 203 709.45 701.83
8 203 -181.57 131.1
10 203 -134.38 -413.56
0 204 581.28 169
1 204 -881.67 150.7
4 204 903.11 310.92
0 205 489.53 453.41
1 205 -1047.84 779.12
4 205 851.61 470.65
5 205 370.09 893.54
8 205 -824.41 684.99
0 206 553.68 394.4
1 206 -920.83 633.68
4 206 888.91 437.67
5 206 424.92 854.74
8 206 -718.33 583.74
11 206 327.03 333.04
0 207 574.29 313.53
1 207 -881.76 456.66
4 207 900.14 391.73
5 207 448.82 796.34
8 207 -685.43 450.49
0 208 431.54 494.7
1 208 -1169.38 884.39
4 208 818.69 489.87
5 208 322.51 912.78
6 208 -690.48 601.49
7 208 167.46 557.46
8 208 -922.02 753.98
9 208 -410.37 487.5
12 208 -934.79 -282.57
0 209 495.2 453.07
1 209 -1037.01 772.27
8 209 -813.64 681.19
0 210 557.69 432.77
1 210 -910.7 707.88
4 210 891.35 460.07
5 210 423.81 884.22
7 210 243.7 515.11
8 210 -707.48 643.46
0 211 529.44 442.08
1 211 -968.06 738.37
4 211 874.77 464.3
5 211 402.25 887.54
6 211 -544.22 497.33
8 211 -755.7 660.74
0 212 567.23 350.45
1 212 -895.68 534.48
4 212 896.12 413.37
5 212 440.42 823.44
7 212 248.92 456
8 212 -694.8 509.65
9 212 -316.73 361.91
0 213 754.27 59.61
1 213 -581.51 -104.2
3 213 -603.81 -4.73999
4 213 1008.43 256.09
5 213 621.34 632.96
6 213 -248.38 -92.89
7 213 344.4 255.86
0 214 760.85 153.55
1 214 -568.81 78.15
3 214 -596.06 185.44
4 214 1013.9 311.06
5 214 617.94 706.16
6 214 -232.94 31.78
11 214 418.74 142.04
0 215 895.45 211.62
1 215 -378.1 152.94
3 215 -454.34 253.22
4 215 1107.33 356.75
5 215 732.03 775.91
7 215 412.02 377.37
8 215 -122.06 261.82
9 215 -172.12 280.42
10 215 -123.74 -353.94
11 215 461.46 215.64
12 215 -717.9 -449.98
13 215 -1238.46 637.26
18 215 -374.82 56.5701
0 216 766.95 43.8
1 216 -561.33 -136.35
4 216 1016.37 247.66
6 216 -232.09 -115.86
11 216 423.07 45.91
0 217 748.11 224.08
1 217 -589.75 219.69
5 217 601.19 758.11
6 217 -244.76 128.42
7 217 338.78 376.31
10 217 -172.44 -354.71
12 217 -780.73 -457.63
13 217 -1459.38 651.04
0 218 890.08 129.13
1 218 -386.81 4.88
4 218 1102.04 305.25
5 218 735.61 710.13
8 218 -132.3 135.77
0 219 518.67 354.73
1 219 -994.9 558.81
4 219 866.53 412.99
5 219 402.73 821.97
8 219 -776.91 519.54
0 220 549.79 168.42
1 220 -938.68 157.01
6 220 -539.28 100.3
0 221 1609.93 116.94
1 221 1058.46 -3.02002
5 221 1219.48 762.75
6 221 898.96 -46.39
7 221 929.45 283.22
17 221 -894.27 327.02
0 222 1692.29 198.34
1 222 1199.5 142.96
7 222 980.33 333.96
8 222 992.27 242.32
9 222 580.63 212.11
12 222 -153.6 -513.47
17 222 -775.3 444.84
0 223 639.24 88.67
1 223 -776.72 -28.36
3 223 -770.75 78.98
4 223 936.94 268.12
7 223 285.47 271.99
11 223 366.5 69.75
18 223 -448.09 -36.27
20 223 -379.53 -229.2
0 224 785.32 125.57
1 224 -529.41 20.82
3 224 -562.22 122.51
6 224 -202.64 -9.20001
0 225 796.1 39.9
1 225 -517.31 -147.47
3 225 -553.84 -51.15
6 225 -192.45 -125.71
0 226 904.55 80.13
1 226 -366.43 -87.62
3 226 -440.86 6.16998
5 226 751.35 673.35
8 226 -109.91 58.21
11 226 467.84 94.86
13 226 -1223.44 242.4
0 227 597.41 262.27
1 227 -844.87 339.46
3 227 -836.76 474.97
0 228 1156.71 190.39
1 228 -113.37 44.03
3 228 -305.13 123.91
11 228 499.01 260.66
13 228 -1000.65 664.85
0 229 827.56 164.23
1 229 -472.82 83.8301
5 229 675.94 725.19
13 229 -1337.93 485.97
0 230 1691.7 248.2
1 230 1198.64 232.25
8 230 992.15 317.93
12 230 -153.02 -483.3
17 230 -774.02 520.26
0 231 1326.46 166.95
1 231 -46.84 -44.96
6 231 320.55 -88.39
8 231 608.8 154.79
12 231 -616.3 -362.28
16 231 797.95 408.04
0 232 475.31 387.34
1 232 -1082.13 640.06
3 232 -1069.7 811.08
7 232 194.73 479.89
9 232 -378.28 390.52
10 232 -283.41 -260.35
12 232 -909.9 -360.12
0 233 1594.09 146.63
1 233 1028.05 51.1699
3 233 1090.81 157.78
8 233 858.18 164.89
12 233 -208.77 -541.94
17 233 -919.03 374.76
0 234 545.57 285.65
1 234 -942.45 405.18
4 234 882.52 375.27
7 234 236.94 408.37
10 234 -247.77 -325.31
12 234 -871.42 -430.46
0 235 1629.94 338.61
1 235 1085.49 394.87
7 235 944.7 427.24
12 235 -186.89 -425.28
0 236 697.18 222.94
1 236 -672.6 230.18
4 236 974.53 348.52
6 236 -316.48 139.46
13 236 -1531.61 641.64
0 237 453.65 390.75
1 237 -1128.68 652.84
4 237 830.26 432
7 237 180.48 482.23
18 237 -518.63 129.19
0 238 588.63 245.32
1 238 -861.03 307.89
0 239 1603.15 295.24
1 239 886.49 287.29
0 240 963.15 134.89
1 240 -295.19 -2.67999
3 240 -394.38 87.56
4 240 1156.18 315.41
8 240 -7.39002 139.73
16 240 620.89 339.59
0 241 801.9 8.02002
1 241 -509.91 -208.67
3 241 -545.87 -114.23
4 241 1039.12 227.97
6 241 -188.18 -169.26
0 242 801.53 47.35
1 242 -510.19 -135.17
3 242 -546.4 -39.93
4 242 1039.82 249.84
5 242 663.76 631.21
0 243 708.61 193.8
1 243 -657.04 166.54
4 243 981.68 332.79
5 243 571.77 729.76
0 244 648.58 281.21
1 244 -750.55 364.57
4 244 944.71 378.37
5 244 512.72 783.86
0 245 705.29 210.15
1 245 -662.15 200.82
4 245 979.98 341.77
5 245 567.1 740.75
6 245 -304.93 118.99
7 245 317.05 363.43
10 245 -189.02 -366.23
13 245 -1531.26 596.99
18 245 -429.54 39.05
20 245 -363.58 -164.17
0 246 1683.89 241.49
1 246 1186.8 221.51
7 246 975.49 361.85
8 246 982.09 308.41
17 246 -785.42 510.7
20 246 78.71 -174.22
0 247 829.13 285.88
1 247 -468.19 310.43
4 247 1062.74 396.24
5 247 665.86 821.84
8 247 -233.68 383
0 248 760.77 45.59
1 248 -571.25 -131.1
4 248 1012.36 248.02
5 248 628.45 622.81
6 248 -240.61 -112.44
7 248 347.71 246.53
0 249 716.69 55.83
1 249 -645.07 -107.21
3 249 -657.24 -7.08002
4 249 984.76 252.51
0 250 774.15 107.68
1 250 -548.94 -13.72
0 251 644.5 175.39
1 251 -765.59 147.66
4 251 940.88 317.85
5 251 519.96 703.87
7 251 287.05 334.62
0 252 1676.8 247.05
1 252 1172.48 230.78
8 252 970.39 316.94
10 252 391.96 -360.95
17 252 -796.99 520.49
20 252 75.03 -171.26
0 253 837.93 274.93
1 253 -453.14 288.67
5 253 674.51 813.98
6 253 -124.56 170.4
8 253 -220.65 364.71
0 254 610.08 72.84
1 254 -829.01 -56.67
0 255 715.23 119.63
1 255 -648.93 17.06
3 255 -666.03 123.03
5 255 584.08 672.75
0 256 761.6 91.25
1 256 -568.61 -44.03
3 256 -593.07 57.15
4 256 1013.52 275.12
5 256 624.52 658.39
6 256 -236.31 -52
0 257 499.6 439.35
1 257 -1029.18 742.64
5 257 379.46 881.06
8 257 -809.54 657.77
0 258 502.14 190.91
1 258 -1037.69 213.71
8 258 -813.21 254.88
0 259 463.45 439.49
1 259 -1104.22 754.45
5 259 352.42 875.6
8 259 -869.41 661.19
0 260 470.38 390.18
1 260 -1092.15 649.2
6 260 -640.87 439.5
0 261 473.42 459.64
1 261 -1081.12 794.04
0 262 488.34 429.28
1 262 -1051.94 724.07
8 262 -826.92 643.06
0 263 505.84 483.34
1 263 -1011.15 834.07
8 263 -795.27 729.96
0 264 496 431.12
1 264 -1037.17 724.25
8 264 -814.44 644.6
0 265 620.52 227.31
1 265 -805.03 264.25
4 265 926.96 345.62
5 265 495.96 739.12
0 266 677.85 238.92
1 266 -703.34 267.1
4 266 962.35 356.45
5 266 540.47 757.69
6 266 -342.15 167.03
0 267 696.44 208.03
1 267 -677.92 197.78
4 267 974.31 340.49
5 267 560.14 738.08
6 267 -317.57 118.22
0 268 571.6 281.08
1 268 -891.59 386.68
5 268 450.69 770.36
8 268 -689.85 396.04
0 269 710.63 176.75
1 269 -654.42 135.73
4 269 982.5 322.32
6 269 -299.63 73.81
7 269 319.69 339.55
13 269 -1525.03 508.29
0 270 566.35 275.26
1 270 -902.22 376.63
5 270 447.3 766.69
8 270 -699.01 388.3
0 271 563.68 282.49
1 271 -906.73 391.32
5 271 444.14 770.99
8 271 -703.73 399.66
0 272 560.27 392.28
1 272 -907.5 624.28
5 272 430.75 853.87
8 272 -705.32 577
0 273 467.3 403.27
1 273 -1098.41 678.26
4 273 837.68 439.07
8 273 -865.67 602.66
0 274 528.53 69.0601
1 274 -985.32 -52.22
0 275 560.26 245.87
1 275 -915.92 316.75
0 276 969.13 169.54
1 276 -289.16 59.21
4 276 1161.41 337.03
5 276 806.38 757.04
6 276 23.58 5.81
8 276 4.78003 193.08
16 276 623.6 359.4
0 277 1116.81 265.96
1 277 -182.63 163.94
6 277 166.04 64.68
8 277 270.84 318.49
13 277 -1148.91 922.2
16 277 687.98 440.38
0 278 1658 300.03
1 278 1134.93 325.41
8 278 945.21 396.69
17 278 -824.47 600.45
0 279 1664.7 221.37
1 279 1154.65 185.33
6 279 976.21 91.6
7 279 964.84 349.94
8 279 955.41 278.2
17 279 -810.42 482.96
0 280 655.11 257.72
1 280 -740.52 314.51
3 280 -742.17 443
7 280 293.48 393.78
10 280 -203.67 -338.33
11 280 374.69 222.01
13 280 -1594.26 732.44
0 281 1658.98 87.27
1 281 1150.13 -55.75
6 281 966.29 -86.75
7 281 958.95 262.8
17 281 -820.7 280.23
18 281 70.41 -48.9301
0 282 786 -30.46
1 282 -535.08 -286.21
3 282 -562.85 -198.86
0 283 766.18 -33.39
1 283 -563.85 -287.87
4 283 1014.53 202.59
6 283 -238.61 -220.74
0 284 796.1 39.9
1 284 -517.31 -147.47
5 284 658.81 624.12
6 284 -192.45 -125.71
0 285 1654.76 341.34
1 285 1129.21 398.78
8 285 940.52 458.87
17 285 -828.53 666.93
20 285 67.26 -131.16
0 286 822.66 171.74
1 286 -479.5 95.63
4 286 1055.86 327.18
5 286 670.43 731.27
6 286 -150.41 39.64
0 287 1330.65 164.13
1 287 -40.8199 -48.83
8 287 616.3 150.9
0 288 442.51 457.5
1 288 -1149.05 797.85
4 288 824.17 469.43
5 288 335.19 886.86
8 288 -903.02 690.94
0 289 442.51 457.5
1 289 -1149.05 797.85
5 289 335.19 886.86
0 290 493.44 472.32
1 290 -1040.59 810.83
0 291 614.8 334.06
1 291 -811.42 482.3
7 291 272.12 447.72
0 292 623.08 344.57
1 292 -795.61 499.76
4 292 930.06 414.86
5 292 486.12 829.54
8 292 -594.28 494.15
0 293 1138.15 218.6
1 293 -143.14 89.53
8 293 296.35 249.32
0 294 825.44 -49
1 294 -485.45 -325.41
0 295 731.83 172.72
1 295 -618.02 121.19
0 296 754.82 -50.01
1 296 -582.48 -320.75
4 296 1007.44 192.43
6 296 -254.48 -242.68
